Label,SMS Text
Important,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
Important,Yay can't wait to party together!
Important,....photoshop makes my computer shut down.
Important,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
Important,That's one of the issues but california is okay. No snow so its manageable
Spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
Important,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
Important,"Awesome, that gonna be soon or later tonight?"
Important,I need details about that online job.
Spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a 4150 prize. To collect is easy. Just call 09061743386 
Important,Missing you too.pray inshah allah
Important,Pls help me tell Ashley that i cant find her number oh
Important,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
Important,S.this will increase the chance of winning.
Important,either way works for me. I am  5;  years old. Hope that doesnt bother you.
Important,Maybe you should find something else to do instead???
Important,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
Important,I liked your new house
Important,I'm fine. Hope you are also
Important,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
Important,Same to u...
Important,yes baby! I need to stretch open your pussy!
Important,Thanks  and ! Or bomb and date as my phone wanted to say! 
Important,Ok...
Important,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
Important,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
Important,Nokia phone is lovly..
Spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
Spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
Important,Sorry da..today i wont come to play..i have driving clas..
Important,I'm really sorry I lit your hair on fire
Important,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
Important,Okey dokey swashbuckling stuff what oh.
Important,"Watching cartoon, listening music 4; at eve had to go temple 4; church.. What about u?"
Important,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  5; .joker face.
Important,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
Important,Well. You know what i mean. Texting
Important,Hi dis is yijue i would be happy to work wif 4_ all for gek1510...
Important,Lol! Oops sorry! Have fun. 
Important,Wat happened to the cruise thing
Important,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
Spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
Important,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
Spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
Important,Yeah just open chat and click friend lists. Then make the list. Easy as pie
Important,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
Important,When/where do I pick you up
Important,As usual u can call me ard 10 smth.
Important,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them 4; say, I'm always correct.!"
Important,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
Important,Poor girl can't go one day lmao
Important,Or just do that 6times
Spam,Todays Vodafone numbers ending with 4882 are selected to a receive a 4350 award. If your number matches call 09064019014 to receive your 4350 award.
Important,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
Important,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
Important,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
Important,Its worse if if uses half way then stops. Its better for him to complete it.
Important,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
Important,Send me the new number
Important,Convey my regards to him
Spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
Important,2 and half years i missed your friendship:4
Important,I cant pick the phone right now. Pls send a message
Important,Oh for fuck's sake she's in like tallahassee
Important,"Haha, that was the first person I was gonna ask"
Spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a 4500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
Important,Taka lor. Wat time u wan 2 come n look 4 us?
Spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
Important,"\I;m reaching in another 2 stops.\"""""
Important,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
Spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
Important,Will you come online today night
Important,Then anything special?
Important,"I'm in solihull, | do you want anything?"
Important,Will do. Have a good day
Important,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
Important,Love that holiday Monday feeling even if I have to go to the dentists in an hour
Important,I am on the way to tirupur.
Spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
Important,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
Important,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
Important,"Just dropped em off, omw back now"
Spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
Important,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
Important,Re your call; You didn't see my facebook huh?
Important,"G says you never answer your texts, confirm/deny"
Important,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
Important,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
Important,Oh yah... We never cancel leh... Haha 
Important,We can go 4 e normal pilates after our intro...  
Important,Ok... Let u noe when i leave my house.
Important,"Oh yes, why is it like torture watching england?"
Important,Wanna do some art?! :D
Important,Just hopeing that wasn444t too pissed up to remember and has gone off to his sisters or something!
Spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
Spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
Important,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
Important,Match started.india  5;  for 2
Important,Once free call me sir.
Important,Hey do you want anything to buy4
Important,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
Important,K..k.4congratulation ..
Important,G wants to know where the fuck you are
Important,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
Important,Tomarrow i want to got to court. At  4;DECIMAL4; . So you come to bus stand at 9.
Important,44 go home liao? Ask dad to pick me up at 6...
Important,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
Important,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
Important,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
Important,Wrong phone! This phone! I answer this one but assume the other is people i don't well
Important,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
